Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Seasons,Delta_G,Delta_Passing_Cmp,Delta_Passing_Att,Delta_Passing_Pct,Delta_Passing_Yds,Delta_Passing_Y/A,Delta_Passing_AY/A,Delta_Passing_TD,Delta_Passing_Int,Delta_Passing_Rate,Delta_Rushing_Att,Delta_Rushing_Yds,Delta_Rushing_Avg,Delta_Rushing_TD,Rating,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Team,Round,Pick,Draftyear
Brogan Roback,Eastern Michigan,MAC,11.333333333333334,224.33333333333334,375.0,59.86666666666667,2619.6666666666665,6.966666666666666,6.6000000000000005,17.666666666666668,11.0,128.16666666666666,51.666666666666664,75.66666666666667,1.0999999999999999,1.3333333333333333,3,0.0,18.0,32.5,-0.4499999999999993,307.5,0.25,0.10000000000000009,1.5,2.0,1.0,-6.0,-49.0,-1.1,0.0,,,,,,,,,,,,,,,,,,,
Tyler Stewart,Nevada,MWC,13.0,186.0,326.0,57.1,2138.0,6.6,6.5,15.0,7.0,123.0,98.0,322.0,3.3,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Sturm,UTSA,CUSA,11.333333333333334,159.33333333333334,269.0,59.199999999999996,1905.3333333333333,7.066666666666667,7.166666666666667,16.0,6.0,133.16666666666666,119.33333333333333,404.6666666666667,3.3666666666666667,2.3333333333333335,3,0.5,30.5,43.0,1.75,412.0,0.4500000000000002,0.6999999999999997,1.0,-1.0,5.400000000000006,-4.0,94.5,0.8500000000000001,0.5,,,,,,,,,,,,,,,,,,,
Joel Lanning,Iowa State,Big 12,11.0,107.0,192.0,55.7,1247.0,6.5,6.6,10.0,4.0,123.3,94.0,330.0,3.5,4.0,1,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,
Billy Bahl,Miami (OH),MAC,11.0,98.0,220.0,44.5,1409.0,6.4,4.5,8.0,13.0,98.5,39.0,-70.0,-1.8,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Sirk,Duke,ACC,11.5,191.5,332.5,57.15,2139.5,6.55,6.05,12.5,8.5,118.9,113.5,487.0,3.8,5.5,2,-1.0,-119.0,-189.0,-3.299999999999997,-969.0,0.9000000000000004,-0.09999999999999964,-7.0,1.0,-0.20000000000000284,-99.0,-644.0,-2.4,-5.0,,,,,,,,,,,,,,,,,,,
Garrett Smith,Louisiana-Monroe,Sun Belt,10.0,191.0,334.0,57.2,2033.0,6.1,5.6,17.0,11.0,118.5,108.0,250.0,2.3,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Neal,Ball State,MAC,10.5,203.25,344.5,58.849999999999994,2079.75,6.0,5.8500000000000005,12.25,6.75,117.35,88.5,335.75,3.475,3.75,4,0.0,-26.333333333333332,-44.333333333333336,-0.16666666666666666,-230.33333333333334,0.09999999999999994,0.033333333333333215,-2.3333333333333335,-0.3333333333333333,-0.1999999999999981,-11.666666666666666,-117.33333333333333,-1.2,-0.6666666666666666,,,,,,,,,,,,,,,,,,,
Wes Lunt,Illinois,Big Ten,12.0,270.0,481.0,56.1,2761.0,5.7,5.8,14.0,6.0,111.5,24.0,-153.0,-6.4,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny McCrary,Vanderbilt,SEC,10.0,146.0,267.0,54.7,1533.0,5.7,4.2,6.0,12.0,101.3,70.0,194.0,2.8,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry Hills,Maryland,Big Ten,10.0,106.0,188.5,55.95,1232.5,6.5,5.45,10.0,8.5,118.65,100.0,314.0,2.95,3.5,2,2.0,32.0,17.0,11.899999999999999,463.0,1.8000000000000007,4.5,4.0,-9.0,43.5,-18.0,-442.0,-3.9000000000000004,1.0,,,,,,,,,,,,,,,,,,,
Ryan Willis,Kansas,Big 12,11.0,188.5,339.5,55.3,2217.5,6.5,6.1,16.0,9.5,118.95,85.5,136.0,0.8500000000000001,2.0,2,2.0,49.0,49.0,6.399999999999999,997.0,2.0,3.2,16.0,-1.0,38.099999999999994,55.0,436.0,4.5,,,,,,,,,,,,,,,,,,,,
David Blough,Purdue,Big Ten,11.666666666666666,256.3333333333333,424.0,60.26666666666667,2877.0,6.633333333333333,6.166666666666667,20.0,13.0,124.96666666666665,74.0,53.0,0.7666666666666666,3.6666666666666665,3,1.5,68.0,84.5,4.149999999999999,1065.5,1.2999999999999998,1.65,7.5,1.0,19.150000000000006,4.0,-21.0,-0.35,-0.5,52.0,,,,,,,,,,,,,,,,,,
Shuler Bentley,Old Dominion,CUSA,10.0,140.0,269.0,52.0,1432.0,5.3,5.2,12.0,6.0,107.0,45.0,-36.0,-0.8,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Thorson,Northwestern,Big Ten,13.25,247.75,424.0,57.725,2682.75,6.25,5.7,15.25,11.25,116.075,90.5,102.0,0.975,6.75,4,0.3333333333333333,49.666666666666664,64.66666666666667,3.433333333333335,553.6666666666666,0.4333333333333333,0.5,3.3333333333333335,2.0,8.433333333333332,-7.333333333333333,-169.0,-1.8,1.3333333333333333,55.0,,,,,,,,,,,,,,,,,,
Drew Lock,Missouri,SEC,12.5,220.75,388.25,56.074999999999996,3048.25,7.6,7.65,24.75,9.75,134.3,50.5,109.25,2.175,2.25,4,0.3333333333333333,48.666666666666664,58.0,4.633333333333333,722.0,0.9666666666666668,1.5,8.0,0.0,19.066666666666663,1.0,49.0,0.9,1.6666666666666667,68.5,2019,Drew Lock,QB,22.0,9.0,Missouri,76,228,4.69,31.0,,112.0,7.03,4.12,Denver Broncos ,2.0,42.0,2019.0
Damarcus Smith,North Texas,CUSA,10.0,99.0,211.0,46.9,1010.0,4.8,4.5,8.0,5.0,94.9,92.0,427.0,4.6,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee McNeill,Charlotte,CUSA,10.0,100.0,189.0,52.9,878.0,4.6,2.4,1.0,10.0,83.1,33.0,-101.0,-3.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trace McSorley,Penn State,Big Ten,13.333333333333334,233.33333333333334,391.6666666666667,59.20000000000001,3238.0,8.233333333333334,8.533333333333333,25.0,8.333333333333334,145.0666666666667,153.33333333333334,551.3333333333334,3.5333333333333337,10.0,3,-0.5,-16.0,-13.0,-2.349999999999998,-542.0,-1.1500000000000004,-1.4000000000000004,-5.5,-0.5,-16.150000000000006,12.0,216.5,1.1,2.5,54.5,2019,Trace McSorley,QB,23.0,0.0,Penn State,72,202,4.57,33.0,,115.0,7.09,4.12,Baltimore Ravens ,6.0,197.0,2019.0
Austin Allen,Arkansas,SEC,13.0,245.0,401.0,61.1,3430.0,8.6,8.1,25.0,15.0,146.0,65.0,-126.0,-1.9,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Allen,Wyoming,MWC,12.5,180.5,321.5,56.15,2507.5,7.65,7.6000000000000005,22.0,10.5,136.35,117.0,363.5,2.95,6.0,2,-3.0,-57.0,-103.0,0.29999999999999716,-1391.0,-1.8999999999999995,-1.4000000000000004,-12.0,-9.0,-17.10000000000001,-50.0,-319.0,-1.5,-2.0,72.14285714285714,2018,Josh Allen,QB,21.0,35.0,Wyoming,77,237,4.75,33.5,,119.0,6.9,4.4,Buffalo Bills ,1.0,7.0,2018.0
Mitch Trubisky,North Carolina,ACC,13.0,304.0,447.0,68.0,3748.0,8.4,9.1,30.0,6.0,157.9,93.0,308.0,3.3,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerod Evans,Virginia Tech,ACC,14.0,268.0,422.0,63.5,3552.0,8.4,8.9,29.0,8.0,153.1,204.0,846.0,4.1,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deondre Francois,Florida State,ACC,12.0,231.0,398.0,58.05,3040.5,7.65,7.449999999999999,17.5,9.5,131.9,93.0,107.0,1.0,4.0,2,-2.0,-8.0,-4.0,-1.5,-619.0,-1.5,-2.3,-5.0,5.0,-20.39999999999999,-30.0,-182.0,-1.6,-2.0,,,,,,,,,,,,,,,,,,,
Sam Darnold,USC,Pac-12,13.5,274.5,423.0,65.15,3614.5,8.5,8.75,28.5,11.0,154.6,68.5,166.0,2.55,3.5,2,1.0,57.0,114.0,-4.100000000000001,1057.0,0.1999999999999993,-0.5,-5.0,4.0,-13.0,13.0,-168.0,-2.9,3.0,74.0,2018,Sam Darnold,QB,20.0,17.0,USC,75,221,4.85,26.5,,105.0,6.96,4.4,New York Jets ,1.0,3.0,2018.0
Riley Ferguson,Memphis,American,13.0,289.5,458.5,63.150000000000006,3977.5,8.65,9.25,35.0,9.5,156.89999999999998,62.5,-24.0,-0.3,5.0,2,0.0,19.0,31.0,-0.10000000000000142,559.0,0.6999999999999993,0.8999999999999986,6.0,-1.0,8.599999999999994,-17.0,92.0,1.4,2.0,,,,,,,,,,,,,,,,,,,
David Washington,Old Dominion,CUSA,13.0,202.0,340.0,59.4,2836.0,8.3,9.5,31.0,5.0,156.6,67.0,207.0,3.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean White,Auburn,SEC,11.0,133.0,208.0,63.9,1679.0,8.1,8.3,9.0,3.0,143.1,55.0,163.0,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justice Hansen,Arkansas State,Sun Belt,12.666666666666666,262.6666666666667,420.3333333333333,62.13333333333333,3377.6666666666665,8.0,8.2,27.666666666666668,11.0,145.83333333333334,114.66666666666667,319.0,2.6333333333333333,4.666666666666667,3,0.0,44.5,47.0,4.0000000000000036,364.0,-0.04999999999999982,0.10000000000000053,4.0,0.5,5.049999999999997,27.0,140.0,0.7000000000000001,2.5,,,,,,,,,,,,,,,,,,,
Jacob Park,Iowa State,Big 12,10.0,133.0,225.0,59.1,1791.0,8.0,8.0,12.0,5.0,139.1,36.0,59.0,1.6,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Etling,LSU,SEC,12.0,162.5,272.0,59.75,2293.0,8.45,8.850000000000001,13.5,3.5,144.3,56.5,87.0,1.4500000000000002,1.5,2,2.0,5.0,6.0,0.5,340.0,1.0999999999999996,1.9000000000000004,5.0,-3.0,17.400000000000006,31.0,82.0,0.7,1.0,53.333333333333336,,,,,,,,,,,,,,,,,,
Christian Chapman,San Diego State,MWC,13.5,149.5,247.5,60.4,1933.5,7.800000000000001,8.25,16.5,5.0,143.89999999999998,71.5,18.5,0.25,0.5,2,-1.0,-7.0,-7.0,-1.2000000000000028,-121.0,-0.20000000000000018,-0.5,-7.0,-2.0,-10.599999999999994,1.0,-89.0,-1.3,,,,,,,,,,,,,,,,,,,,
Dallas Davis,South Alabama,Sun Belt,11.0,198.0,348.0,56.9,2706.0,7.8,6.9,11.0,12.0,125.7,91.0,245.0,2.7,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Smith,Baylor,Big 12,10.333333333333334,155.66666666666666,275.3333333333333,56.23333333333333,2092.0,7.566666666666666,7.133333333333333,13.333333333333334,8.0,130.0666666666667,43.333333333333336,-67.0,-1.6333333333333335,0.3333333333333333,3,1.0,65.0,116.5,-0.9500000000000028,876.5,-0.10000000000000009,0.04999999999999982,3.0,1.0,-3.6500000000000057,25.0,-35.0,-0.15000000000000002,-1.0,,,,,,,,,,,,,,,,,,,
Richard Lagow,Indiana,Big Ten,11.5,212.5,366.5,58.05,2649.0,7.15,6.6,17.0,12.5,126.80000000000001,39.0,-119.0,-3.0,1.0,2,-3.0,-81.0,-143.0,0.5,-1426.0,-1.1000000000000005,-0.39999999999999947,-4.0,-9.0,-4.000000000000014,-4.0,138.0,3.1999999999999997,-2.0,,,,,,,,,,,,,,,,,,,
Wilton Speight,Michigan,Big Ten,12.0,204.0,331.0,61.6,2538.0,7.7,7.8,18.0,7.0,139.8,35.0,-60.0,-1.7,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Johnson,Kentucky,SEC,12.5,167.0,290.5,57.25,2171.0,7.5,7.35,11.5,6.0,129.3,100.0,351.0,3.5,4.0,2,1.0,44.0,51.0,5.099999999999994,268.0,-0.40000000000000036,-0.5,-3.0,0.0,-3.200000000000003,6.0,48.0,0.20000000000000018,2.0,,,,,,,,,,,,,,,,,,,
Ryan Finley,North Carolina State,ACC,13.0,293.3333333333333,454.6666666666667,64.3,3500.3333333333335,7.7,7.733333333333333,20.0,8.333333333333334,139.73333333333332,61.666666666666664,103.0,1.5333333333333332,1.6666666666666667,3,0.0,41.5,41.0,3.5000000000000036,434.5,0.25,0.25,3.5,1.5,6.400000000000006,-16.0,-36.5,-0.4,0.0,55.5,2019,Ryan Finley,QB,24.0,2.0,North Carolina State,76,213,4.73,30.5,,116.0,7.2,4.2,Cincinnati Bengals ,4.0,104.0,2019.0
Shane Buechele,Texas,Big 12,12.5,271.5,440.5,61.55,3443.5,7.8,7.95,27.5,10.5,142.4,80.0,133.0,1.65,2.0,2,1.0,71.0,99.0,2.3000000000000043,971.0,0.40000000000000036,1.0999999999999996,13.0,-1.0,12.800000000000011,-32.0,-56.0,-0.09999999999999987,0.0,,,,,,,,,,,,,,,,,,,
Eric Dungey,Syracuse,ACC,10.333333333333334,227.0,367.6666666666667,61.800000000000004,2680.6666666666665,7.266666666666667,7.133333333333333,15.666666666666666,8.333333333333334,132.66666666666666,150.66666666666666,547.3333333333334,3.533333333333333,10.0,3,2.0,-2.0,8.0,-1.9499999999999993,94.5,0.10000000000000009,0.04999999999999982,1.5,1.0,-0.5999999999999943,29.5,230.5,0.8999999999999999,4.5,,,,,,,,,,,,,,,,,,,
Manny Wilkins,Arizona State,Pac-12,12.0,234.66666666666666,371.3333333333333,63.166666666666664,2874.6666666666665,7.733333333333333,7.7,17.333333333333332,7.666666666666667,138.99999999999997,126.0,326.6666666666667,2.6333333333333333,6.666666666666667,3,1.5,25.0,41.0,-0.25,348.0,0.10000000000000009,0.5,4.0,-1.5,4.0,-8.0,103.0,1.05,1.5,,,,,,,,,,,,,,,,,,,
Tyler O'Connor,Michigan State,Big Ten,11.0,154.0,262.0,58.8,1970.0,7.5,7.2,16.0,9.0,135.2,63.0,70.0,1.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dru Brown,Hawaii,MWC,12.5,231.5,373.5,62.05,2636.5,7.1,7.199999999999999,18.5,7.5,134.15,73.0,156.5,1.8,3.0,2,-1.0,45.0,77.0,-0.6999999999999957,297.0,-0.6000000000000005,-0.7999999999999998,-1.0,1.0,-10.300000000000011,-30.0,-299.0,-3.4,-2.0,,,,,,,,,,,,,,,,,,,
Jason Driskel,Florida Atlantic,CUSA,12.0,192.5,302.5,63.85,2331.0,7.75,7.45,12.0,7.5,137.5,82.0,334.5,4.05,6.0,2,0.0,-15.0,-49.0,5.299999999999997,-168.0,0.6999999999999993,2.0999999999999996,6.0,-7.0,23.80000000000001,4.0,185.0,2.0999999999999996,4.0,,,,,,,,,,,,,,,,,,,
Brandon Dawkins,Arizona,Pac-12,10.0,98.0,182.0,53.8,1348.0,7.4,6.8,8.0,6.0,124.0,131.0,944.0,7.2,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Hill,Texas Christian,Big 12,13.0,269.0,420.0,64.2,3180.0,7.6,7.4,20.0,10.5,138.8,112.5,467.0,4.1,7.5,2,0.0,0.0,-40.0,6.199999999999996,-56.0,0.6000000000000005,1.3999999999999995,6.0,-5.0,19.200000000000017,-25.0,-284.0,-1.6000000000000005,-5.0,,,,,,,,,,,,,,,,,,,
Jalen Hurts,Alabama,SEC,14.333333333333334,210.33333333333334,325.6666666666667,64.3,2904.0,8.933333333333334,9.633333333333335,24.0,6.0,160.16666666666666,192.66666666666666,1035.6666666666667,5.3999999999999995,13.666666666666666,3,-0.5,-1.5,-21.0,3.450000000000003,535.5,2.0000000000000004,2.3999999999999995,4.5,-0.5,26.049999999999997,21.0,172.0,0.2999999999999998,3.5,68.0,2020,Jalen Hurts,QB,21.0,4.0,Oklahoma,73,222,4.59,35.0,,125.0,,,Philadelphia Eagles ,2.0,53.0,2020.0
Andrew Ford,Massachusetts,Ind,10.5,222.5,359.0,62.0,2794.5,7.800000000000001,8.0,24.0,9.0,144.55,52.5,-116.5,-2.2,2.0,2,1.0,1.0,-12.0,2.4000000000000057,259.0,1.0000000000000009,2.0,-4.0,-10.0,13.099999999999994,15.0,-41.0,-0.19999999999999973,0.0,,,,,,,,,,,,,,,,,,,
Conner Manning,Georgia State,Sun Belt,11.0,233.0,388.0,59.9,2915.0,7.5,7.1,15.0,10.0,130.45,45.5,60.0,0.8999999999999999,1.5,2,2.0,52.0,30.0,8.799999999999997,462.0,0.5999999999999996,1.2000000000000002,-2.0,-6.0,14.700000000000017,37.0,126.0,2.0,-1.0,,,,,,,,,,,,,,,,,,,
Troy Williams,Utah,Pac-12,13.0,207.0,390.0,53.1,2757.0,7.1,6.9,15.0,8.0,121.0,111.0,235.0,2.1,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Hicks,SMU,American,12.333333333333334,239.33333333333334,422.0,56.63333333333333,3027.0,7.133333333333333,7.033333333333334,23.666666666666668,11.333333333333334,129.6,46.666666666666664,-34.666666666666664,-0.8666666666666667,1.0,3,0.0,-13.0,-25.0,0.1999999999999993,-174.0,0.0,0.44999999999999973,0.0,-4.0,2.8999999999999986,2.0,7.5,0.25,-1.0,,,,,,,,,,,,,,,,,,,
Ryan Metz,UTEP,CUSA,10.0,130.0,201.0,64.7,1375.0,6.8,7.3,14.0,4.0,141.1,36.0,41.0,1.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Fitzgerald,Mississippi State,SEC,12.333333333333334,166.66666666666666,309.3333333333333,53.833333333333336,1990.6666666666667,6.3999999999999995,6.033333333333334,17.333333333333332,10.0,119.53333333333335,192.66666666666666,1160.0,6.099999999999999,14.333333333333334,3,-0.5,-25.5,-40.0,-1.3499999999999979,-328.0,-0.20000000000000018,-0.2999999999999998,-2.5,-0.5,-3.75,13.0,-127.0,-1.0,-1.5,54.0,,,,,,,,,,,,,,,,,,
Daniel Jones,Duke,ACC,12.0,254.66666666666666,425.0,60.0,2733.6666666666665,6.433333333333334,6.266666666666667,17.333333333333332,9.666666666666666,123.33333333333333,135.33333333333334,441.0,3.233333333333333,5.666666666666667,3,-0.5,-16.5,-19.0,-1.1499999999999986,-81.0,0.10000000000000009,0.25,3.0,0.0,2.6999999999999957,-18.5,-83.5,-0.1499999999999999,-2.0,67.5,2019,Daniel Jones,QB,21.0,18.0,Duke,77,221,4.81,33.5,,120.0,7.0,4.41,New York Giants ,1.0,6.0,2019.0
Jacob Eason,Georgia,SEC,13.0,232.0,387.5,59.650000000000006,2781.0,7.15,7.25,19.5,8.0,132.05,39.5,-57.0,-1.45,1.0,2,0.0,56.0,35.0,9.100000000000001,702.0,1.1000000000000005,1.5,7.0,0.0,23.700000000000003,13.0,-24.0,-0.10000000000000009,0.0,63.0,2020,Jacob Eason,QB,22.0,,Washington,78,231,4.89,27.5,,110.0,7.5,4.75,Indianapolis Colts ,4.0,122.0,2020.0
Kent Myers,Utah State,MWC,11.0,168.0,279.5,60.75,1836.0,6.55,5.95,9.0,7.5,121.25,98.0,370.0,3.75,5.5,2,-2.0,-88.0,-165.0,4.299999999999997,-1116.0,-0.09999999999999964,-0.5,-2.0,-1.0,4.900000000000006,-36.0,-158.0,-0.2999999999999998,-1.0,,,,,,,,,,,,,,,,,,,
Jesse Ertz,Kansas State,Big 12,13.0,152.0,264.0,57.6,1755.0,6.6,6.6,9.0,4.0,121.6,183.0,1012.0,5.5,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Stehling,Rice,CUSA,11.0,194.0,316.0,61.4,2049.0,6.5,6.2,12.0,7.0,124.0,101.0,309.0,3.1,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Shurmur,Vanderbilt,SEC,12.666666666666666,226.0,387.0,58.300000000000004,2787.3333333333335,7.166666666666667,7.166666666666667,19.666666666666668,8.666666666666666,130.79999999999998,41.0,-97.66666666666667,-2.4,1.0,3,0.0,25.0,15.5,4.100000000000001,360.5,0.6499999999999999,1.2499999999999996,7.5,-2.0,16.5,-5.5,24.5,0.25,-3.0,52.0,,,,,,,,,,,,,,,,,,
James Morgan,Bowling Green State,MAC,11.666666666666666,201.0,336.3333333333333,59.800000000000004,2464.6666666666665,7.333333333333333,7.233333333333334,18.666666666666668,9.0,134.4333333333333,34.666666666666664,-43.666666666666664,-1.2,1.0,3,0.5,12.0,15.5,0.9499999999999993,251.5,0.3999999999999999,1.0500000000000003,-1.0,-5.0,6.050000000000004,-6.5,16.0,0.15000000000000002,1.0,60.0,,,,,,,,,,,,,,,,,,
Kurt Benkert,Virginia,ACC,12.0,263.0,457.5,57.35,2879.5,6.3,6.3,23.0,10.0,122.35,62.5,-78.5,-1.3,0.0,2,2.0,70.0,103.0,2.299999999999997,655.0,0.0,0.40000000000000036,4.0,-2.0,3.5,5.0,31.0,0.6000000000000001,,54.666666666666664,2018,Kurt Benkert,QB,22.0,,Virginia,75,218,4.95,31.0,16.0,112.0,7.15,4.33,,,,
Chason Virgil,Fresno State,MWC,10.0,166.0,322.0,51.6,2021.0,6.3,5.7,13.0,10.0,111.4,77.0,122.0,1.6,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hasaan Klugh,Charlotte,CUSA,11.0,126.5,251.5,50.650000000000006,1440.0,5.8,5.199999999999999,10.0,8.0,106.3,113.0,479.0,4.35,8.5,2,0.0,13.0,55.0,-5.899999999999999,168.0,-0.5999999999999996,-2.2,0.0,10.0,-20.400000000000006,48.0,106.0,-0.8999999999999999,1.0,,,,,,,,,,,,,,,,,,,
Mason Fine,North Texas,CUSA,12.25,259.75,413.75,62.37499999999999,3126.25,7.375,7.525,23.25,8.5,137.7,81.25,14.0,-0.024999999999999967,1.75,4,0.6666666666666666,34.0,51.0,0.9000000000000009,505.3333333333333,0.5,0.7666666666666669,7.666666666666667,1.3333333333333333,9.933333333333332,-13.0,-72.0,-1.0333333333333334,0.0,,,,,,,,,,,,,,,,,,,
McKenzie Milton,UCF,American,11.0,210.0,340.0,61.333333333333336,2894.3333333333335,8.433333333333334,8.9,24.0,7.333333333333333,151.1,95.0,359.3333333333333,3.766666666666667,6.666666666666667,3,0.0,-11.5,-23.5,0.75,340.0,1.6499999999999995,2.2,7.5,-0.5,24.0,-10.5,74.5,1.1499999999999997,3.0,,,,,,,,,,,,,,,,,,,
Tyree Jackson,Buffalo,MAC,12.0,195.0,359.0,54.2,2451.5,6.7,6.35,18.5,10.5,120.69999999999999,77.0,280.0,3.45,6.0,2,4.0,60.0,96.0,2.1999999999999957,1359.0,2.0,2.7,19.0,3.0,31.999999999999986,-44.0,-238.0,-1.1,2.0,64.0,2019,Tyree Jackson,QB,21.0,,Buffalo,79,249,4.59,34.5,,120.0,7.09,4.28,,,,
Glen Cuiellette,Tulane,American,12.0,101.0,237.0,42.6,1309.0,5.5,4.8,10.0,8.0,96.2,120.0,216.0,1.8,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Grier,West Virginia,Big 12,11.0,258.0,392.5,65.7,3677.0,9.35,10.05,35.5,10.0,169.1,55.5,16.0,0.0,2.5,2,0.0,16.0,9.0,2.5999999999999943,374.0,0.6999999999999993,1.299999999999999,3.0,-4.0,12.800000000000011,-15.0,-212.0,-3.8,1.0,64.5,2019,Will Grier,QB,23.0,1.0,West Virginia,74,217,4.84,34.0,,112.0,7.09,4.28,Carolina Panthers ,3.0,100.0,2019.0
Jake Fromm,Georgia,SEC,14.333333333333334,207.0,327.3333333333333,63.43333333333334,2741.3333333333335,8.466666666666667,9.266666666666666,26.0,6.0,157.49999999999997,44.666666666666664,13.333333333333334,0.13333333333333333,1.0,3,-0.5,26.5,47.0,-0.7000000000000028,122.5,-0.7999999999999998,-0.75,0.0,-1.0,-9.450000000000003,-8.5,-45.5,-0.8499999999999999,-3.0,62.0,2020,Jake Fromm,QB,21.0,,Georgia,74,219,5.01,30.0,,111.0,7.27,4.51,Buffalo Bills ,5.0,167.0,2020.0
Jarrett Stidham,Auburn,SEC,13.5,235.0,369.5,63.6,2976.0,8.05,8.350000000000001,18.0,5.5,144.35,87.5,77.0,0.75,3.5,2,-1.0,-22.0,-1.0,-5.799999999999997,-364.0,-0.9000000000000004,-0.9000000000000004,0.0,-1.0,-13.300000000000011,-31.0,-152.0,-1.5,-1.0,59.0,2019,Jarrett Stidham,QB,22.0,1.0,Auburn,74,218,4.81,31.0,,110.0,7.28,4.33,New England Patriots ,4.0,133.0,2019.0
Caleb Evans,Louisiana-Monroe,Sun Belt,12.0,226.66666666666666,369.0,61.43333333333334,2895.3333333333335,7.900000000000001,7.733333333333333,18.0,9.333333333333334,138.53333333333333,139.0,666.3333333333334,4.8,11.666666666666666,3,0.0,13.5,22.5,-0.04999999999999716,30.5,-0.40000000000000036,-0.5499999999999998,2.0,2.0,-3.549999999999997,1.5,110.5,0.75,-0.5,,,,,,,,,,,,,,,,,,,
Alex Hornibrook,Wisconsin,Big Ten,14.0,198.0,318.0,62.3,2644.0,8.3,7.8,25.0,15.0,148.6,29.0,-101.0,-3.5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Banks,Tulane,American,11.0,124.0,219.0,56.6,1797.0,8.2,8.3,12.0,5.0,139.1,148.0,592.0,4.0,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nic Shimonek,Texas Tech,Big 12,13.0,328.0,493.0,66.5,3963.0,8.0,8.5,33.0,10.0,152.1,59.0,-66.0,-1.1,1.0,1,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,
Steven Montez,Colorado,Pac-12,12.0,247.0,393.6666666666667,62.73333333333333,2877.3333333333335,7.3,7.199999999999999,18.0,9.333333333333334,134.53333333333333,97.0,243.0,2.5,3.3333333333333335,3,0.0,13.5,14.0,1.25,-83.5,-0.5,-0.5499999999999998,-0.5,0.5,-3.799999999999997,-33.5,-92.5,-0.10000000000000009,0.0,,,,,,,,,,,,,,,,,,,
Marcus McMaryion,Fresno State,MWC,14.0,255.5,389.0,65.35,3177.5,8.15,8.5,19.5,5.0,147.35,64.5,297.0,4.65,6.0,2,0.0,75.0,76.0,6.499999999999993,903.0,0.7000000000000002,1.1999999999999993,11.0,0.0,19.30000000000001,13.0,-6.0,-1.1000000000000005,4.0,,,,,,,,,,,,,,,,,,,
Armani Rogers,UNLV,MWC,10.0,99.0,189.0,52.4,1471.0,7.8,7.2,6.0,5.0,122.9,146.0,780.0,5.3,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Huntley,Utah,Pac-12,12.0,209.5,306.5,68.44999999999999,2751.5,9.0,9.05,17.0,7.0,157.85,136.0,413.5,3.0,5.5,2,4.0,21.0,-11.0,9.299999999999997,681.0,2.6000000000000005,3.7,4.0,-6.0,39.5,-64.0,-247.0,-0.40000000000000036,-1.0,58.0,,,,,,,,,,,,,,,,,,
