Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Seasons,Delta_G,Delta_Passing_Cmp,Delta_Passing_Att,Delta_Passing_Pct,Delta_Passing_Yds,Delta_Passing_Y/A,Delta_Passing_AY/A,Delta_Passing_TD,Delta_Passing_Int,Delta_Passing_Rate,Delta_Rushing_Att,Delta_Rushing_Yds,Delta_Rushing_Avg,Delta_Rushing_TD,Rating,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Team,Round,Pick,Draftyear
Greg Ward Jr.,Houston,American,13.0,242.33333333333334,359.0,67.43333333333334,2798.0,7.8,7.7,17.0,8.666666666666666,143.83333333333331,170.66666666666666,735.0,4.4,12.333333333333334,3,-0.5,71.0,103.0,0.3500000000000014,773.5,0.0,-0.050000000000000266,5.0,3.0,0.25,39.5,-27.5,-1.1500000000000001,2.0,,2017,Greg Ward Jr.,WR,21.0,5.0,Houston,71,186,,,10.0,,,,,,,
Mitch Leidner,Minnesota,Big Ten,12.333333333333334,179.0,317.0,55.800000000000004,2222.6666666666665,7.099999999999999,6.3,11.0,10.333333333333334,120.5,114.66666666666667,362.6666666666667,3.133333333333333,8.666666666666666,3,0.0,25.5,35.0,2.4499999999999993,185.5,-0.25,-0.6000000000000001,-1.5,2.0,-3.6499999999999986,-7.5,-43.0,-0.15000000000000013,0.0,,,,,,,,,,,,,,,,,,,
Justin Holman,UCF,American,11.0,175.0,321.0,53.849999999999994,2163.0,6.5,5.3,15.0,14.0,113.7,79.0,164.5,2.35,1.5,2,-4.0,-96.0,-142.0,-6.100000000000001,-1578.0,-2.0,-3.5999999999999996,-16.0,0.0,-37.400000000000006,-66.0,-49.0,1.3,-3.0,,,,,,,,,,,,,,,,,,,
Colby Kirkegaard,Wyoming,MWC,12.0,206.0,359.0,57.4,2660.0,7.4,6.9,12.0,9.0,125.6,78.0,-110.0,-1.4,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyler Miles,Washington,Pac-12,12.0,219.0,329.0,66.6,2397.0,7.3,7.8,17.0,4.0,142.4,118.0,307.0,2.6,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Knight,Oklahoma,Big 12,10.5,186.0,339.0,54.95,2366.0,7.0,6.7,16.5,9.5,124.0,85.0,476.5,5.5,7.5,2,1.0,14.0,46.0,-3.3000000000000043,132.0,-0.5999999999999996,0.40000000000000036,5.0,-5.0,-1.5999999999999943,34.0,275.0,1.0,5.0,,,,,,,,,,,,,,,,,,,
Andrew Hendrix,Miami (OH),MAC,12.0,222.0,458.0,48.5,3280.0,7.2,7.3,23.0,9.0,121.3,157.0,324.0,2.1,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Decker,UNLV,MWC,11.0,175.5,305.0,57.5,2297.0,7.699999999999999,6.75,13.5,13.0,129.45,97.0,246.5,2.6,3.0,2,-4.0,-111.0,-192.0,-0.20000000000000284,-1168.0,0.9999999999999991,1.6999999999999993,-3.0,-10.0,16.299999999999997,-100.0,-239.0,0.20000000000000018,-4.0,,,,,,,,,,,,,,,,,,,
Tyler Jones,Texas State,Sun Belt,11.666666666666666,229.66666666666666,366.6666666666667,62.70000000000001,2457.0,6.7,6.233333333333333,15.666666666666666,10.333333333333334,127.2333333333333,140.0,374.6666666666667,2.466666666666667,7.0,3,-0.5,-13.0,-17.0,-0.5500000000000043,-243.0,-0.34999999999999964,-1.1,-5.5,3.5,-10.149999999999991,-25.5,-273.5,-1.65,-0.5,,,,,,,,,,,,,,,,,,,
Drew Hare,Northern Illinois,MAC,14.0,194.0,326.0,59.5,2322.0,7.1,8.0,18.0,2.0,136.3,159.0,900.0,5.7,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Murphy,Boston College,ACC,13.0,131.0,230.0,57.0,1623.0,7.1,6.2,13.0,10.0,126.2,180.0,1179.0,6.6,11.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Jennings,LSU,SEC,13.0,152.0,275.0,54.349999999999994,1894.5,6.9,6.15,11.0,10.0,118.94999999999999,126.0,316.5,2.55,4.5,2,0.0,82.0,96.0,10.899999999999999,567.0,-0.39999999999999947,-1.1000000000000005,0.0,6.0,1.2999999999999972,36.0,49.0,-0.30000000000000027,,,,,,,,,,,,,,,,,,,,
Anu Solomon,Arizona,Pac-12,12.5,259.0,434.5,60.15,3224.0,7.55,7.949999999999999,24.0,7.0,138.89999999999998,102.0,244.5,2.55,2.5,2,-3.0,-108.0,-211.0,4.299999999999997,-1138.0,1.0999999999999996,1.2999999999999998,-8.0,-4.0,16.400000000000006,-70.0,-93.0,0.8999999999999999,1.0,,,,,,,,,,,,,,,,,,,
Jacoby Brissett,North Carolina State,ACC,13.0,229.0,382.5,59.85,2634.0,6.85,7.4,21.5,5.5,133.5,131.5,449.5,3.5,4.5,2,0.0,16.0,25.0,0.29999999999999716,56.0,-0.2999999999999998,-0.6000000000000005,-3.0,1.0,-6.399999999999977,15.0,-159.0,-1.5999999999999996,3.0,72.66666666666667,2016,Jacoby Brissett,QB,23.0,23.0,North Carolina State,76,231,4.94,31.0,,113.0,7.17,4.53,New England Patriots ,3.0,91.0,2016.0
Joe Gray,San Jose State,MWC,11.0,210.0,330.0,63.6,2305.0,7.0,6.4,11.0,9.0,127.9,58.0,99.0,1.7,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Cummings,Kansas,Big 12,12.0,137.0,244.0,56.1,1715.0,7.0,6.7,9.0,6.0,122.4,67.0,23.0,0.3,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Bell,Eastern Michigan,MAC,10.0,105.0,184.0,57.1,1297.0,7.0,6.6,9.0,6.0,125.9,133.0,562.0,4.2,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Towles,Kentucky,SEC,12.0,182.0,330.6666666666667,54.63333333333333,2198.6666666666665,6.6000000000000005,5.966666666666666,11.666666666666666,10.0,115.89999999999999,110.33333333333333,220.33333333333334,1.8666666666666665,5.0,3,0.5,-43.5,-60.0,-3.3999999999999986,-494.0,-0.30000000000000027,-0.25,-1.0,-1.0,-4.649999999999999,-15.0,-4.5,0.25,-1.0,,,,,,,,,,,,,,,,,,,
Brandon Silvers,Troy,Sun Belt,12.0,242.0,375.75,64.8,2669.25,7.074999999999999,7.2,17.75,7.25,136.175,59.25,103.75,1.675,4.0,4,0.6666666666666666,30.666666666666668,57.333333333333336,-2.2000000000000006,486.0,0.20000000000000018,0.13333333333333344,2.0,1.3333333333333333,-0.8666666666666648,-17.333333333333332,-48.666666666666664,-0.3333333333333333,0.0,,,,,,,,,,,,,,,,,,,
Mike White,South Florida,American,12.666666666666666,256.6666666666667,406.0,61.133333333333326,3393.0,8.266666666666667,8.433333333333334,23.666666666666668,7.333333333333333,144.86666666666667,40.666666666666664,-142.33333333333334,-3.233333333333333,2.0,3,1.0,123.0,159.0,7.650000000000002,1269.0,0.3500000000000001,0.8000000000000003,9.0,0.5,14.200000000000003,17.5,-91.5,-0.6500000000000001,,58.5,2018,Mike White,QB,22.0,,Western Kentucky,77,224,5.09,27.0,,96.0,7.4,4.4,Dallas Cowboys ,5.0,171.0,2018.0
Dane Evans,Tulsa,American,12.666666666666666,273.3333333333333,460.6666666666667,59.26666666666667,3594.0,7.766666666666667,7.733333333333333,26.666666666666668,12.333333333333334,138.46666666666667,73.33333333333333,6.666666666666667,0.03333333333333336,3.0,3,0.5,1.5,-13.5,2.0500000000000007,123.0,0.5,0.9000000000000004,4.5,-2.5,11.0,-15.0,-43.5,-0.7,0.5,,,,,,,,,,,,,,,,,,,
Matt Linehan,Idaho,Sun Belt,11.0,224.25,366.25,61.225,2688.0,7.325,6.9,15.5,10.75,131.35,83.25,77.25,0.8250000000000001,3.0,4,-0.6666666666666666,-16.0,-32.666666666666664,1.1000000000000014,-161.33333333333334,0.19999999999999987,0.9,1.6666666666666667,-4.666666666666667,8.1,-6.0,13.333333333333334,0.13333333333333344,0.3333333333333333,,,,,,,,,,,,,,,,,,,
James Knapke,Bowling Green State,MAC,13.0,280.0,483.0,58.0,3173.0,6.6,6.1,15.0,12.0,118.4,67.0,136.0,2.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameill Showers,UTEP,CUSA,13.0,159.0,286.0,55.6,1858.0,6.5,6.4,12.0,6.0,119.8,93.0,312.0,3.4,4.0,1,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,
Reilly O'Toole,Illinois,Big Ten,10.0,122.0,206.0,59.2,1344.0,6.5,5.7,10.0,8.0,122.3,95.0,263.0,2.8,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sefo Liufau,Colorado,Pac-12,11.666666666666666,246.0,387.0,63.29999999999999,2655.6666666666665,6.933333333333334,6.733333333333333,16.0,9.0,130.03333333333333,114.0,296.6666666666667,2.466666666666667,4.333333333333333,3,0.0,-62.5,-89.5,-1.2999999999999972,-417.0,0.5,0.5499999999999998,-8.5,-4.5,0.3999999999999915,48.0,179.0,0.5,3.0,,,,,,,,,,,,,,,,,,,
Tyler Rogers,New Mexico State,Sun Belt,11.666666666666666,280.0,468.6666666666667,59.46666666666667,3132.6666666666665,6.633333333333333,5.8,20.666666666666668,17.666666666666668,122.0,89.66666666666667,184.33333333333334,1.9666666666666666,4.333333333333333,3,0.0,40.0,65.0,0.0,618.5,0.34999999999999964,0.8499999999999996,4.0,-2.5,5.850000000000001,3.5,-90.0,-1.3,2.5,,,,,,,,,,,,,,,,,,,
Maty Mauk,Missouri,SEC,14.0,221.0,414.0,53.4,2648.0,6.4,6.2,25.0,13.0,120.8,108.0,373.0,3.5,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew McNulty,North Texas,CUSA,10.0,110.0,202.0,54.5,1295.0,6.4,5.4,6.0,7.0,111.2,42.0,54.0,1.3,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Swoopes,Texas,Big 12,12.0,224.0,384.0,58.3,2409.0,6.3,5.7,13.0,11.0,116.5,108.0,262.0,2.4,4.0,1,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,
Brandon Bridge,South Alabama,Sun Belt,11.0,160.0,307.0,52.1,1927.0,6.3,6.1,15.0,8.0,115.8,101.0,297.0,2.9,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Stoudt,Clemson,ACC,13.0,191.0,302.0,63.2,1892.0,6.3,5.4,9.0,10.0,119.1,69.0,93.0,1.3,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greyson Lambert,Virginia,ACC,10.5,158.0,258.5,61.15,1795.5,7.0,6.6499999999999995,11.0,6.5,128.6,32.0,-22.5,-0.75,1.5,2,3.0,8.0,-5.0,4.299999999999997,327.0,1.4000000000000004,3.0999999999999996,2.0,-9.0,25.799999999999997,-6.0,-33.0,-1.1,-1.0,,,,,,,,,,,,,,,,,,,
Michael Brewer,Virginia Tech,ACC,13.0,262.0,441.0,59.4,2692.0,6.1,5.4,18.0,15.0,117.4,80.0,-5.0,-0.1,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Burrell,Fresno State,MWC,14.0,252.0,432.0,58.3,2620.0,6.1,5.2,22.0,18.0,117.8,110.0,360.0,3.3,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikaika Woolsey,Hawaii,MWC,13.0,210.0,416.0,50.5,2538.0,6.1,5.3,13.0,13.0,105.8,110.0,203.0,1.8,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex McGough,Florida International,CUSA,11.5,201.75,333.75,59.625,2272.75,6.775,6.425,16.25,9.25,126.725,77.0,133.75,1.9,4.0,4,0.3333333333333333,31.333333333333332,27.0,5.000000000000003,372.6666666666667,0.6000000000000002,0.7666666666666666,1.0,-0.6666666666666666,10.5,-6.333333333333333,46.333333333333336,0.7000000000000001,0.3333333333333333,56.0,,,,,,,,,,,,,,,,,,
J.D. Sprague,Ohio,MAC,10.0,98.0,202.0,48.5,1236.0,6.1,5.3,3.0,5.0,99.9,65.0,264.0,4.1,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Lee,Tulane,American,10.333333333333334,191.33333333333334,346.6666666666667,54.800000000000004,2248.0,6.333333333333333,5.666666666666667,15.333333333333334,12.333333333333334,115.59999999999998,29.666666666666668,-128.0,-4.566666666666666,0.6666666666666666,3,1.0,30.5,46.0,1.1999999999999993,590.5,0.75,1.0,5.5,1.0,10.900000000000006,-3.0,14.0,0.1499999999999999,,53.5,,,,,,,,,,,,,,,,,,
John Wolford,Wake Forest,ACC,11.75,190.25,318.75,59.525,2198.5,6.9,6.300000000000001,14.75,10.25,125.6,111.75,280.0,2.075,4.75,4,0.0,8.333333333333334,2.3333333333333335,1.8666666666666671,385.0,0.9666666666666668,1.6333333333333335,5.666666666666667,-2.6666666666666665,16.633333333333336,12.0,278.0,2.1333333333333333,3.5,55.0,,,,,,,,,,,,,,,,,,
Austin Appleby,Purdue,Big Ten,10.0,144.0,272.0,52.9,1449.0,5.3,4.2,10.0,11.0,101.7,61.0,198.0,3.2,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon Adams,Oregon,Pac-12,10.0,168.0,259.0,64.9,2643.0,10.2,11.2,26.0,6.0,179.1,83.0,147.0,1.8,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Mayfield,Oklahoma,Big 12,13.333333333333334,269.3333333333333,385.6666666666667,69.83333333333333,4097.333333333333,10.666666666666666,11.866666666666667,39.666666666666664,7.0,189.53333333333333,105.33333333333333,297.6666666666667,2.7999999999999994,6.0,3,0.5,8.0,4.5,1.2000000000000028,463.5,1.0499999999999998,1.25,3.5,-0.5,12.799999999999997,-22.0,-47.0,0.15000000000000013,-1.0,80.66666666666667,2018,Baker Mayfield,QB,22.0,35.0,Oklahoma,73,215,4.84,29.0,,111.0,7.0,4.28,Cleveland Browns ,1.0,1.0,2018.0
Mason Rudolph,Oklahoma State,Big 12,13.0,288.6666666666667,453.6666666666667,63.56666666666666,4255.0,9.333333333333334,9.866666666666665,28.666666666666668,7.333333333333333,159.53333333333333,70.33333333333333,20.333333333333332,0.26666666666666666,5.666666666666667,3,0.0,27.0,32.5,1.3500000000000014,567.0,0.5499999999999998,0.8999999999999995,8.0,0.0,10.75,-3.0,35.0,0.55,4.5,66.66666666666667,2018,Mason Rudolph,QB,22.0,4.0,Oklahoma State,77,235,4.9,26.0,,,,,Pittsburgh Steelers ,3.0,76.0,2018.0
Chad Kelly,Ole Miss,SEC,11.0,251.5,393.0,63.8,3400.0,8.600000000000001,8.7,25.0,10.5,151.65,93.5,420.5,4.449999999999999,7.5,2,-4.0,-93.0,-130.0,-2.5999999999999943,-1284.0,-0.40000000000000036,-0.40000000000000036,-12.0,-5.0,-8.5,-25.0,-177.0,-0.7000000000000002,-5.0,62.5,,,,,,,,,,,,,,,,,,
DeShone Kizer,Notre Dame,Ind,12.5,211.0,347.5,60.8,2902.5,8.35,8.45,23.5,9.5,147.85,132.0,498.5,3.8,9.0,2,-1.0,2.0,27.0,-4.199999999999996,45.0,-0.5,-0.09999999999999964,5.0,-1.0,-4.5,-6.0,-53.0,-0.19999999999999973,-2.0,67.5,2017,DeShone Kizer,QB,21.0,6.0,Notre Dame,76,233,4.83,30.5,,107.0,7.4,4.53,Cleveland Browns ,2.0,52.0,2017.0
Deshaun Watson,Clemson,ACC,15.0,360.5,535.0,67.4,4351.0,8.15,8.3,38.0,15.0,153.7,186.0,867.0,4.55,10.5,2,0.0,55.0,88.0,-0.7999999999999972,484.0,-0.5,-0.5999999999999996,6.0,4.0,-5.200000000000017,-42.0,-476.0,-1.5,-3.0,83.33333333333333,2017,Deshaun Watson,QB,21.0,55.0,Clemson,74,221,4.66,32.5,,119.0,6.95,4.31,Houston Texans ,1.0,12.0,2017.0
Quinton Flowers,South Florida,American,12.666666666666666,185.66666666666666,320.0,58.166666666666664,2671.0,8.333333333333334,8.833333333333334,23.666666666666668,7.0,148.36666666666667,195.0,1199.6666666666667,6.133333333333333,13.666666666666666,3,-0.5,13.0,39.5,-2.8999999999999986,310.5,-0.05000000000000071,0.15000000000000036,1.5,-1.0,-3.6500000000000057,2.5,43.5,0.1499999999999999,-0.5,61.0,,,,,,,,,,,,,,,,,,
Brent Stockstill,Middle Tennessee State,CUSA,12.333333333333334,304.6666666666667,455.6666666666667,66.76666666666667,3590.0,7.866666666666667,8.333333333333334,30.0,8.666666666666666,150.9,77.33333333333333,139.0,2.3333333333333335,1.3333333333333333,3,0.5,0.0,-12.5,1.7999999999999972,-224.5,-0.2999999999999998,-0.34999999999999964,-0.5,0.5,-0.5500000000000114,33.5,51.5,0.25000000000000044,-2.0,,,,,,,,,,,,,,,,,,,
Patrick Mahomes,Texas Tech,Big 12,12.5,376.0,582.0,64.6,4852.5,8.3,8.7,38.5,12.5,152.1,131.0,370.5,2.85,11.0,2,-1.0,24.0,18.0,2.200000000000003,399.0,0.40000000000000036,1.0,5.0,-5.0,9.800000000000011,0.0,-171.0,-1.2999999999999998,2.0,98.0,2017,Patrick Mahomes,QB,21.0,57.0,Texas Tech,74,225,4.8,30.0,,114.0,6.88,4.08,Kansas City Chiefs ,1.0,10.0,2017.0
Jake Browning,Washington,Pac-12,13.25,239.5,371.0,64.65,3074.0,8.274999999999999,8.525,23.5,8.5,150.35,67.75,61.0,0.8,4.0,4,0.6666666666666666,6.333333333333333,6.333333333333333,0.6000000000000014,79.0,0.06666666666666643,0.06666666666666672,0.0,0.0,1.0666666666666629,6.666666666666667,34.666666666666664,0.3666666666666667,1.0,53.0,,,,,,,,,,,,,,,,,,
Jake Coker,Alabama,SEC,15.0,263.0,393.0,66.9,3110.0,7.9,8.1,21.0,8.0,147.0,74.0,68.0,0.9,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Rypien,Boise State,MWC,12.5,258.75,404.25,63.849999999999994,3394.5,8.425,8.7,22.5,7.25,149.125,52.75,-25.5,-0.6749999999999999,0.75,4,0.6666666666666666,9.666666666666666,6.333333333333333,1.2333333333333318,118.33333333333333,0.16666666666666696,0.3333333333333333,3.3333333333333335,-0.3333333333333333,5.0,14.666666666666666,29.666666666666668,0.6666666666666666,-0.5,55.5,2019,Brett Rypien,QB,22.0,1.0,Boise State,74,210,4.91,33.0,,116.0,7.1,4.29,,,,
Skyler Howard,West Virginia,Big 12,13.0,234.0,403.5,57.95,3236.5,8.0,7.95,26.0,12.0,140.64999999999998,150.0,482.5,3.25,8.0,2,0.0,26.0,1.0,6.300000000000004,183.0,0.39999999999999947,0.9000000000000004,0.0,-4.0,11.900000000000006,-16.0,-39.0,0.09999999999999964,4.0,,,,,,,,,,,,,,,,,,,
C.J. Beathard,Iowa,Big Ten,13.5,196.5,331.5,59.05,2369.0,7.1,7.05,17.0,7.5,130.9,91.5,112.0,1.0999999999999999,4.0,2,-1.0,-53.0,-61.0,-5.100000000000001,-880.0,-1.3999999999999995,-2.0999999999999996,0.0,5.0,-17.200000000000003,-17.0,-250.0,-2.6,-4.0,61.666666666666664,2017,C.J. Beathard,QB,23.0,8.0,Iowa,74,219,,31.0,,113.0,,,San Francisco 49ers ,3.0,104.0,2017.0
Kyle Allen,Texas A&M,SEC,10.0,160.0,283.0,56.5,2210.0,7.8,7.9,17.0,7.0,137.0,65.0,102.0,1.6,2.0,1,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,
Brandon Harris,LSU,SEC,12.0,149.0,277.0,53.8,2165.0,7.8,7.8,13.0,6.0,130.6,67.0,226.0,3.4,4.0,1,,,,,,,,,,,,,,,71.5,2011,Brandon Harris,CB,21.0,3.0,Miami (FL),69,191,4.46,35.5,13.0,113.0,6.77,4.12,Houston Texans ,2.0,60.0,2011.0
Nick Stevens,Colorado State,MWC,12.0,207.66666666666666,335.3333333333333,62.26666666666667,2806.0,8.533333333333333,8.799999999999999,23.0,9.0,152.70000000000002,38.0,70.66666666666667,2.1999999999999997,3.0,3,0.0,37.0,56.5,0.5999999999999979,563.0,0.30000000000000027,0.5999999999999996,4.0,-1.0,4.599999999999994,4.5,43.5,0.75,0.5,,,,,,,,,,,,,,,,,,,
Tanner Mangum,Brigham Young,Ind,13.0,267.0,446.0,59.9,3377.0,7.6,7.6,23.0,10.0,136.0,62.0,-85.0,-1.4,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Rosen,UCLA,Pac-12,12.0,287.5,469.5,61.3,3712.5,7.9,8.0,24.5,10.5,140.65,43.5,-41.0,-0.75,2.0,2,-2.0,-9.0,-35.0,2.6000000000000014,87.0,0.8000000000000007,1.0,3.0,-1.0,12.699999999999989,13.0,-112.0,-2.3,0.0,71.66666666666667,2018,Josh Rosen,QB,21.0,3.0,UCLA,76,226,4.92,31.0,,111.0,7.09,4.28,Arizona Cardinals ,1.0,10.0,2018.0
Phillip Ely,Toledo,MAC,12.0,226.0,403.0,56.1,2965.0,7.4,7.4,23.0,10.0,131.8,27.0,-4.0,-0.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant Shirreffs,Connecticut,American,10.0,168.33333333333334,274.0,61.56666666666666,2125.0,7.766666666666667,7.466666666666666,10.0,6.333333333333333,134.5,129.33333333333334,343.0,2.6,1.6666666666666667,3,-1.5,1.5,-9.5,2.799999999999997,104.5,0.7000000000000002,1.1,2.5,-1.5,12.949999999999996,-32.0,-151.5,-0.5499999999999998,-1.5,,,,,,,,,,,,,,,,,,,
Perry Orth,South Carolina,SEC,12.0,143.0,261.0,54.8,1929.0,7.4,6.8,12.0,9.0,125.1,53.0,138.0,2.6,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Jackson,Louisville,ACC,12.666666666666666,206.33333333333334,362.0,56.666666666666664,3014.3333333333335,8.200000000000001,8.266666666666667,23.0,9.0,140.73333333333335,218.33333333333334,1377.3333333333333,6.266666666666667,16.666666666666668,3,0.5,59.5,91.5,2.1999999999999993,910.0,0.5499999999999998,0.8499999999999996,7.5,1.0,9.899999999999999,34.5,320.5,0.5,3.5,83.0,2018,Lamar Jackson,QB,21.0,51.0,Louisville,74,216,,,,,,,Baltimore Ravens ,1.0,32.0,2018.0
Justin Thomas,Georgia Tech,ACC,12.0,75.0,180.0,41.7,1339.0,7.4,6.9,13.0,8.0,119.1,144.0,485.0,3.4,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Bercovici,Arizona State,Pac-12,13.0,318.0,531.0,59.9,3854.0,7.3,7.6,30.0,9.0,136.1,109.0,84.0,0.8,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,Pitt,ACC,13.0,189.0,309.5,61.1,2571.0,8.3,8.75,23.5,7.5,151.2,78.5,259.0,3.35,2.0,2,0.0,-8.0,-7.0,-1.2000000000000028,568.0,2.000000000000001,2.6999999999999993,7.0,-1.0,24.400000000000006,-13.0,54.0,1.2999999999999998,2.0,56.333333333333336,2017,Nathan Peterman,QB,22.0,2.0,Pittsburgh,74,226,4.82,31.0,,110.0,7.14,4.31,Buffalo Bills ,5.0,171.0,2017.0
Chris Laviano,Rutgers,Big Ten,12.0,187.0,307.0,60.9,2247.0,7.3,6.6,16.0,12.0,131.8,65.0,-38.0,-0.6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Potter,San Jose State,MWC,11.0,182.5,288.5,63.5,2128.5,7.35,7.15,15.5,8.5,137.4,125.0,368.5,3.0,7.0,2,0.0,1.0,37.0,-7.800000000000004,289.0,0.10000000000000053,-0.2999999999999998,1.0,3.0,-9.800000000000011,22.0,-93.0,-1.2000000000000002,0.0,,,,,,,,,,,,,,,,,,,
Derrius Vick,Ohio,MAC,10.0,158.0,248.0,63.7,1807.0,7.3,7.0,10.0,6.0,133.4,93.0,177.0,1.9,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Woodson,Akron,MAC,12.0,162.0,307.0,52.8,2202.0,7.2,6.6,16.0,11.0,123.1,135.0,603.0,4.5,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Falk,Washington State,Pac-12,12.333333333333334,415.6666666666667,603.6666666666666,68.76666666666667,4207.333333333333,6.966666666666666,7.333333333333333,35.333333333333336,10.666666666666666,142.83333333333334,71.66666666666667,-110.0,-1.5333333333333332,1.0,3,0.0,-45.0,-55.0,-1.25,-484.0,-0.19999999999999973,-0.4500000000000002,-4.0,2.5,-4.450000000000003,-7.5,-16.0,-0.40000000000000013,-3.0,58.5,2018,Luke Falk,QB,23.0,1.0,Washington State,76,215,,26.5,,103.0,,,Tennessee Titans ,6.0,199.0,2018.0
Blake Kemp,East Carolina,American,11.0,260.0,375.0,69.3,2653.0,7.1,6.7,16.0,10.0,137.5,39.0,-8.0,-0.2,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treon Harris,Florida,SEC,11.0,119.0,235.0,50.6,1676.0,7.1,6.7,9.0,6.0,118.1,95.0,244.0,2.6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Johns,Virginia,ACC,12.0,247.0,403.0,61.3,2810.0,7.0,6.1,20.0,17.0,127.8,61.0,86.0,1.4,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks Haack,Louisiana,Sun Belt,10.0,123.0,201.0,61.2,1407.0,7.0,5.9,5.0,7.0,121.2,46.0,83.0,1.8,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Litton,Marshall,CUSA,11.333333333333334,242.66666666666666,399.3333333333333,60.833333333333336,2778.3333333333335,6.933333333333334,7.0,24.0,10.333333333333334,134.03333333333333,39.0,-25.666666666666668,-0.9,0.6666666666666666,3,1.0,17.5,29.5,-0.10000000000000142,253.5,0.10000000000000009,-0.19999999999999973,1.0,3.0,-0.7000000000000028,-6.5,-16.0,-0.2999999999999998,0.0,45.0,,,,,,,,,,,,,,,,,,
Joshua Dobbs,Tennessee,SEC,13.0,215.0,350.5,61.3,2618.5,7.5,7.6000000000000005,21.0,8.5,138.8,148.0,751.0,5.05,11.5,2,0.0,20.0,13.0,3.3999999999999986,655.0,1.6000000000000005,1.4000000000000004,12.0,7.0,23.599999999999994,4.0,160.0,0.9000000000000004,1.0,64.66666666666667,2017,Joshua Dobbs,QB,22.0,0.0,Tennessee,75,216,4.64,33.0,,122.0,6.75,4.31,Pittsburgh Steelers ,4.0,135.0,2017.0
Matt Davis,SMU,American,12.0,182.0,336.0,54.2,2259.0,6.7,6.7,16.0,7.0,122.2,187.0,761.0,4.1,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Hubener,Kansas State,Big 12,13.0,131.0,275.0,47.6,1837.0,6.7,5.7,9.0,10.0,107.3,180.0,613.0,3.4,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
